fid;Tipologia d'espai;Carrer;Barri;Tipologia;Notes;Revisió;X;Y;GENERE
7;;;;;;Si;431056,9042;4585925,942;FEM
8;Comerç de cura;C. Felip II;La Sagrera;Forn;;No;432090,5335;4585730,771;FEM
9;Centre cultural;Av. Meridiana;La Sagrera;Fundació;;No;432086,752;4585745,162;FEM
10;Centre estètic;Av. Meridiana;La Sagrera;Ungles;''vietnamita'';Si;432081,7099;4585820,058;FEM
11;Comerç de cura;Av. Meridiana;La Sagrera;Óptica;;No;432081,4998;4585867,328;FEM
12;Comerç de cura;Av. Meridiana;La Sagrera;Forn;;No;432082,13;4585860,5;FEM
13;Comerç de cura;C. d'Hondures;La Sagrera;Farmàcia;;No;432173,7281;4585829,722;FEM
14;Comerç de cura;C. d'Hondures;La Sagrera;Fisioterapia;;No;432144,0533;4585821,477;FEM
15;Comerç de cura;C. d'Hondures;La Sagrera;Supermercat;;No;432136,3851;4585870,637;FEM
16;Comerç de cura;Av. Meridiana;La Sagrera;Viatges;;No;432082,2351;4585931,418;FEM
17;(Super)mercat;C. d'Hondures;La Sagrera;Supermercat;Caprabo;No;432098,937;4585906,733;FEM
18;(Super)mercat;Av. Meridiana;La Sagrera;Supermercat;Latino;Si;432083,3906;4585945,389;FEM
19;Comerç de cura;Av. Meridiana;La Sagrera;Forn;Element de classe (forn fashion) Granier;No;432083,0754;4585942,447;FEM
20;Comerç de cura;Av. Meridiana;La Sagrera;Forn;MaxiPa;No;432084,7561;4586065,086;FEM
21;Comerç de cura;Av. Meridiana;La Sagrera;Forn;;No;432084,2309;4586068,657;FEM
22;Comerç de cura;Av. Meridiana;La Sagrera;Roba;;No;432085,0713;4586055,527;FEM
23;Comerç de cura;Av. Meridiana;La Sagrera;Tintoreria;;No;432084,1259;4586072,229;FEM
24;(Super)mercat;Av. Meridiana;La Sagrera;Todo a 100;;No;432084,1521;4586070,968;FEM
25;Comerç de cura;Av. Meridiana;La Sagrera;Forn;365;No;432083,4168;4586097,439;FEM
26;Comerç de cura;Av. Meridiana;La Sagrera;Roba;;No;432083,4168;4586104,687;FEM
27;(Super)mercat;Av. Meridiana;La Sagrera;Supermercat;;No;432085,0187;4586173,176;FEM
28;(Super)mercat;Av. Meridiana;La Sagrera;Supermercat;;No;432085,1763;4586177,745;FEM
29;Comerç de cura;Av. Meridiana;La Sagrera;Roba;Humana;No;432085,649;4586169,867;FEM
30;Comerç de cura;Av. Meridiana;La Sagrera;Dentista;;No;432085,7278;4586166,952;FEM
31;Comerç de cura;Av. Meridiana;La Sagrera;Farmàcia;;No;432077,3768;4586216,979;FEM
32;Centre estètic;Av. Meridiana;La Sagrera;Perruqueria;Mariam B;Si;432076,9041;4586229,269;FEM
33;Centre estètic;Av. Meridiana;La Sagrera;Reiki;Centre de reiki i terapies alternatives esotèriques;Si;432075,3285;4586252,589;FEM
34;Centre estètic;C. de les Filipines;La Sagrera;Taichi;;No;432104,7932;4586259,206;FEM
35;Centre estètic;C. de les Filipines;La Sagrera;Taichi;;No;432104,9508;4586205,162;FEM
36;Comerç de cura;Av. Meridiana;La Sagrera;Centre de dia;;No;432059,0204;4586310,1;FEM
37;(Super)mercat;Av. Meridiana;La Sagrera;Bazar;;No;432054,1359;4586323,651;FEM
38;(Super)mercat;C. de les Antilles;La Sagrera;Supermercat;;No;432073,0044;4586286,583;FEM
39;Centre estètic;C. de les Antilles;La Sagrera;Perruqueria;;No;432077,3374;4586285,953;FEM
40;Centre estètic;C. de les Antilles;La Sagrera;Ungles;;No;432102,9812;4586290,011;FEM
41;Centre estètic;C. de les Antilles;La Sagrera;Esteticien;Caràcters xinesos;No;432098,1755;4586289,223;FEM
42;(Super)mercat;C. de les Antilles;La Sagrera;Supermercat;;No;432089,1154;4586287,174;FEM
43;Parc infantil;C. de Coll;La Sagrera;Espai de joc;;No;432168,9223;4586200,119;FEM
44;Centre cultural;C. de Coll;La Sagrera;Associació;;No;432182,7093;4586199,804;FEM
45;Comerç de cura;C. de Martí Molins;La Sagrera;Herboristeria;;No;432169,8208;4586149,087;FEM
46;Comerç de cura;C. de Martí Molins;La Sagrera;Forn;;No;432208,2274;4586149,604;FEM
47;(Super)mercat;C. de Martí Molins;La Sagrera;Rostisseria;;No;432122,9944;4586148,127;FEM
48;Centre estètic;Plaça dels Jardins d'Elx;La Sagrera;Ungles;Hello nails;No;432184,9619;4586069,024;FEM
49;Comerç de cura;Plaça dels Jardins d'Elx;La Sagrera;Fisioterapia;;No;432186,2914;4586077,444;FEM
50;Comerç de cura;C. de Nobel;La Sagrera;Roba;Zalmira exemple de classe;Si;432292,0572;4586062,081;FEM
51;Espai d'art;C. Mossén Juliana;La Sagrera;Escola de comèdi;;No;432305,204;4586044,355;FEM
52;Parc infantil;C. Mossén Juliana;La Sagrera;Chiquiparc;;No;432315,8397;4586031,208;FEM
53;Espai institucional;C. Mossén Juliana;La Sagrera;Menjador social;;No;432301,0679;4586117,623;FEM
54;Element simbólic;C. Mossén Juliana;La Sagrera;Grafiti;;No;432302,8405;4586161,2;FEM
55;Centre estètic;C. de Coll;La Sagrera;Perruqueria;;No;432285,4099;4586205,958;FEM
56;(Super)mercat;C. de les Antilles;La Sagrera;Supermercat;Bonarea;No;432196,7793;4586306,258;FEM
57;Comerç de cura;C. de Jambrina;La Sagrera;Forn;;No;432180,2349;4586337,722;FEM
58;Centre estètic;C. de les Antilles;La Sagrera;Perruqueria;;No;432213,7668;4586311,872;FEM
59;Espai d'art;C. de Jambrina;La Sagrera;Taller de pintura;;No;432192,1262;4586367,192;FEM
60;Centre estètic;C. del Pegàs;La Sagrera;Perruqueria;;No;432082,2243;4586393,449;FEM
61;(Super)mercat;C. del Pegàs;La Sagrera;Fruiteria;;No;432051,2036;4586341,489;FEM
62;(Super)mercat;C. del Pegàs;La Sagrera;Supermercat;;No;432055,4136;4586345,034;FEM
63;Comerç de cura;C. del Pegàs;La Sagrera;Psicòleg infantil;;No;432053,5302;4586343,151;FEM
64;(Super)mercat;C. del Pegàs;La Sagrera;Fruiteria;;No;432066,4924;4586368,078;FEM
65;(Super)mercat;C. del Pegàs;La Sagrera;Supermercat;Hallal;No;432083,7753;4586397,769;FEM
66;Comerç de cura;C. Pacífic;La Sagrera;Farmàcia;;No;432097,8454;4586398,102;FEM
67;Comerç de cura;C. Pacífic;La Sagrera;Veterinaria;;No;432122,5512;4586393,449;FEM
68;Comerç de cura;C. del Pegàs;La Sagrera;Roba;;No;432095,8512;4586428,679;FEM
69;Centre estètic;C. del Pegàs;La Sagrera;Ungles;;No;432107,8164;4586451,723;FEM
70;Centre estètic;C. Pacífic;La Sagrera;Perruqueria;;No;432117,2334;4586414,498;FEM
71;Espai d'art;C. Pacífic;La Sagrera;Estudi de música;;No;432124,1022;4586412,726;FEM
72;Centre estètic;C. Pacífic;La Sagrera;Massatges;;No;432129,7524;4586410,51;FEM
73;Comerç de cura;C. de Portugal;La Sagrera;Farmàcia;;No;432159,2221;4586447,846;FEM
74;Centre cultural;C. Pacífic;La Sagrera;Llibreria;;No;432233,7826;4586378,049;FEM
75;Comerç de cura;C. de Torreolla de Montgrí;La Sagrera;Coses de casa;;No;432072,5303;4586453,607;FEM
76;Centre estètic;C. de Torreolla de Montgrí;La Sagrera;Esteticien;;No;432069,4283;4586459,035;FEM
77;(Super)mercat;C. de Torreolla de Montgrí;La Sagrera;Supermercat;;No;432027,7442;4586542,043;FEM
78;Comerç de cura;C. de Torreolla de Montgrí;La Sagrera;Farmàcia;;No;431983,8721;4586634,884;FEM
79;Centre cultural;Plaça de la tolerancia;La Sagrera;;;No;431967,0323;4586626,021;FEM
80;(Super)mercat;Av. Meridiana;La Sagrera;Supermercat;Hipercor;No;431920,5012;4586565,53;FEM
81;Comerç de cura;Av. Meridiana;La Sagrera;Viatges;;No;431893,2473;4586633,776;FEM
82;Comerç de cura;Av. Meridiana;La Sagrera;Rentadores;;No;431900,1162;4586603,642;FEM
83;Comerç de cura;Av. Meridiana;La Sagrera;Farmàcia;;No;431988,5252;4586430,147;FEM
84;Centre estètic;Av. Meridiana;Sant Andreu;Ungles;;No;431967,2538;4586464,935;FEM
85;Comerç de cura;Av. Meridiana;La Sagrera;Tenda de roba;Peruana;No;431997,3882;4586399,348;FEM
86;Centre estètic;Av. Meridiana;La Sagrera;Floristeria;;No;432029,2952;4586378,077;FEM
87;Comerç de cura;Av. Meridiana;La Sagrera;Forn;Macxipa;No;432010,6828;4586376,747;FEM
88;Centre estètic;Av. Meridiana;La Sagrera;Perruqueria;;No;432006,4729;4586380,071;FEM
89;Comerç de cura;Av. Meridiana;La Sagrera;Forn;Vivari;No;431990,8517;4586415,856;FEM
90;(Super)mercat;C. de Vallés i Ribot;La Sagrera;Supermercat;Condis;No;432223,8393;4586240,644;FEM
91;Centre estètic;C. de Vallés i Ribot;La Sagrera;Perruqueria;;No;432223,6177;4586248,178;FEM
92;Comerç de cura;C. de Vallés i Ribot;La Sagrera;Dentista;;No;432225,6119;4586228,457;FEM
93;Element simbólic;C. de Coll;La Sagrera;Grafitti;;No;432241,6762;4586217,101;FEM
94;Centre estètic;C. de Coll;La Sagrera;Floristeria;;No;432291,3093;4586217,988;FEM
95;Comerç de cura;C. de Coll;La Sagrera;Roba;;No;432293,3589;4586217,766;FEM
96;Col·legi/Centre formatiu;C. de Coll;La Sagrera;Repàs;;No;432298,6768;4586218,265;FEM
97;Comerç de cura;C. de Cortit;La Sagrera;Roba;;No;432299,3138;4586282,605;FEM
98;Comerç de cura;C. de Cortit;La Sagrera;Psicologia;;No;432310,3926;4586254,465;FEM
99;Centre estètic;C. de Cortit;La Sagrera;Perruqueria;;No;432307,4013;4586331,241;FEM
100;Centre estètic;C. de Cortit;La Sagrera;Joyeria;;No;432308,2876;4586320,162;FEM
101;Centre estètic;C. de Cortit;La Sagrera;Esteticien;;No;432308,2876;4586307,976;FEM
102;Espai d'art;C. de Monlau;La Sagrera;Clown;Es també sentre educatiu?;Si;432341,7457;4586319,387;FEM
103;Centre estètic;C. de Monlau;La Sagrera;Joyeria;;No;432342,078;4586325,258;FEM
104;Comerç de cura;C. Pacífic;La Sagrera;Ortopèdia;;No;432370,4398;4586327,031;FEM
105;Espai d'art;C. de Coll;La Sagrera;Escola de música;També es escola;No;432358,1423;4586217,572;FEM
106;Comerç de cura;C. de Palència;La Sagrera;Farmàcia;;No;432358,3639;4585532,569;FEM
107;Comerç de cura;C. de Palència;La Sagrera;Centre mèdic;;No;432337,7573;4585509,303;FEM
108;Espai institucional;C. de Felip II;La Sagrera;Residència;;No;432279,2611;4585535,893;FEM
109;(Super)mercat;C. de Felip II;La Sagrera;Fruiteria;;No;432255,3309;4585562,814;FEM
110;Espai d'art;C. de Josep Estivill;La Sagrera;Dança;;No;432305,5179;4585617,987;FEM
111;Col·legi/Centre formatiu;C. de Josep Estivill;La Sagrera;Patinatge;Cas interessant de gènere neutre;Si;432295,2146;4585660,862;FEM
112;Comerç de cura;C. de Felip II;La Sagrera;Farmàcia;;No;432175,231;4585645,573;FEM
113;Centre estètic;C. de Felip II;La Sagrera;Esteticien;;No;432165,9248;4585652,22;FEM
114;Centre estètic;C. de Felip II;La Sagrera;Esteticien;;No;432158,2804;4585660,031;FEM
115;Col·legi/Centre formatiu;C. de Felip II;La Sagrera;Formació professional;;No;432109,9213;4585717,197;FEM
116;Centre estètic;C. de Felip II;La Sagrera;Esteticien;Frances (Bonjour Madame);No;432115,9039;4585706,894;FEM
117;Col·legi/Centre formatiu;Av. Meridiana;La Sagrera;Centre formatiu;;No;432086,6558;4585756,749;FEM
118;Comerç de cura;Av. Meridiana;La Sagrera;Forn;;No;432086,4896;4585739,881;FEM
119;(Super)mercat;C. Felip II;La Sagrera;Supermercat;turc;No;432098,621;4585724,925;FEM
120;(Super)mercat;C. de Sant Antoni Maria Claret;La Sagrera;Supermercat;;No;432133,543;4585820,742;FEM
121;Espai institucional;C. d'Hondures;La Sagrera;AMB oficines;;No;432195,1336;4585772,094;FEM
122;(Super)mercat;C. d'Hondures;La Sagrera;Supermercat;Condis;No;432233,5161;4585736,836;FEM
123;Comerç de cura;C. de la Ciutat d'Elx;La Sagrera;Mobles de casa;;No;432287,2963;4585746,878;FEM
124;Comerç de cura;C. de la Ciutat d'Elx;La Sagrera;Farmàcia;;No;432308,2728;4585798,873;FEM
125;(Super)mercat;C. de la industria;La Sagrera;Rostisseria;;No;432310,2812;4585816,279;FEM
126;Comerç de cura;C. de la Ciutat d'Elx;La Sagrera;Veterinaria;;No;432314,5212;4585752,456;FEM
127;Centre cultural;C. de la Ciutat d'Elx;La Sagrera;Llibreria;;No;432323,2242;4585772,54;FEM
128;(Super)mercat;C. gran de la Sagrera;La Sagrera;Supermercat;;No;432444,0622;4585753,126;FEM
129;(Super)mercat;C. gran de la Sagrera;La Sagrera;Supermercat;;No;432456,5589;4585792,959;FEM
130;Col·legi/Centre formatiu;C. gran de la Sagrera;La Sagrera;Escola d'idiomes;;No;432449,6411;4585873,629;FEM
131;Comerç de cura;C. de Garcilaso;La Sagrera;CAP;;No;432382,6948;4585966,015;FEM
132;(Super)mercat;C. de la Ciutat d'Elx;La Sagrera;Supermercat;Bonpreu;No;432363,9498;4585904,425;FEM
133;Centre estètic;C. de Costa Rica;La Sagrera;Perruqueria;;No;432301,6898;4585895,275;FEM
134;(Super)mercat;C. de Garcilaso;La Sagrera;Supermercat;Armènia;No;432303,2519;4585978,289;FEM
135;(Super)mercat;C. de Sant Antoni Maria Claret;La Sagrera;Supermercat;;No;432213,9901;4585940,129;FEM
136;Comerç de cura;C. de la industria;La Sagrera;Mobles de casa;;No;432234,074;4585784,814;FEM
137;(Super)mercat;C. d'Hondures;La Sagrera;Fruiteria;;No;432204,8408;4585802,443;FEM
138;Espai institucional;C. d'Hondures;La Sagrera;Correo;;No;432211,5354;4585797,757;FEM
139;Col·legi/Centre formatiu;C. de Sant Antoni Maria Claret;La Sagrera;Acadèmia d'idiomes;;No;432177,616;4585862,248;FEM
140;Centre estètic;C. de Sant Antoni Maria Claret;La Sagrera;Perruqueria;;No;432172,7066;4585846,851;FEM
141;Comerç de cura;C. de Garcilaso;La Sagrera;Farmàcia;;No;432228,1604;4586037,982;FEM
142;Comerç de cura;C. de Garcilaso;La Sagrera;Veterinaria;;No;432257,1705;4586033,296;FEM
143;Centre estètic;C. de Vallés i Ribot;La Sagrera;Esteticien;;No;432212,3165;4586057,843;FEM
144;Comerç de cura;C. de Vallés i Ribot;La Sagrera;Lavadora;;No;432211,4239;4586087,969;FEM
145;Centre estètic;C. de Martí Molins;La Sagrera;Herboristeria;;No;432187,1;4586135,724;FEM
146;Centre cultural;C. de les Filipines;La Sagrera;Esplai;;No;432130,7536;4586101,581;FEM
147;(Super)mercat;C. de Costa Rica;La Sagrera;Fruiteria;;No;432162,6646;4585880,435;FEM
148;(Super)mercat;C. de Costa Rica;La Sagrera;Supermercat;;No;432185,6495;4585902,974;FEM
149;Centre estètic;C. d'Hondures;La Sagrera;Floristeria;;No;432139,345;4585870,672;FEM
150;Centre cultural;C. d'Hondures;La Sagrera;Llibreria;;No;432132,9293;4585871,342;FEM
151;Col·legi/Centre formatiu;C. d'Hondures;La Sagrera;Formació;;No;432150,168;4585872,569;FEM
152;Centre estètic;C. d'Hondures;La Sagrera;Fisioterapia;;No;432125,8442;4585880,993;FEM
153;Centre estètic;Passatge de coello;La Sagrera;Esteticien;;No;432128,2989;4585900,185;FEM
154;(Super)mercat;Passatge de coello;La Sagrera;Supermercat;;No;432137,6714;4585927,409;FEM
155;Col·legi/Centre formatiu;Passatge de coello;La Sagrera;Guarderia;;No;432135,2167;4585925,401;FEM
156;Comerç de cura;C. de Sant Antoni Maria Claret;La Sagrera;Farmàcia;;No;432092,5942;4585817,618;FEM
157;Comerç de cura;C. de Sant Antoni Maria Claret;Congrés els indians;Rentadores;;No;432115,8022;4585837,478;FEM
158;Col·legi/Centre formatiu;C. de Sant Antoni Maria Claret;La Sagrera;Centre formatiu;;No;432105,314;4585826,767;FEM
159;Centre estètic;C. de Sant Antoni Maria Claret;La Sagrera;Perruqueria;;No;432096,3878;4585821,857;FEM
160;(Super)mercat;C. de Berenguer de Palou;La Sagrera;Supermercat;Consum;No;432492,933;4586020,353;FEM
161;Espai institucional;C. de Berenguer de Palou;La Sagrera;Casal;;No;432490,9246;4586117,425;FEM
162;Comerç de cura;C. gran de la Sagrera;La Sagrera;Roba;;No;432398,8735;4586013,659;FEM
163;Centre cultural;C. gran de la Sagrera;La Sagrera;;;No;432399,2082;4586035,081;FEM
164;Centre cultural;C. gran de la Sagrera;La Sagrera;Música;;No;432398,5388;4586044,621;FEM
165;Comerç de cura;C. gran de la Sagrera;La Sagrera;Rentadores;;No;432398,5388;4586055,333;FEM
166;Comerç de cura;C. gran de la Sagrera;La Sagrera;Optica;;No;432398,0367;4586109,224;FEM
167;Centre estètic;C. gran de la Sagrera;La Sagrera;Perruqueria;;No;432395,0241;4586120,773;FEM
168;(Super)mercat;C. gran de la Sagrera;La Sagrera;Rostisseria;;No;432418,2879;4586123,953;FEM
169;Centre cultural;C. gran de la Sagrera;La Sagrera;Llibreria;;No;432416,2795;4586113,241;FEM
170;Centre estètic;C. gran de la Sagrera;La Sagrera;Floristeria;;No;432418,2879;4586105,208;FEM
171;Comerç de cura;C. gran de la Sagrera;La Sagrera;Tintoreria;;No;432418,4553;4586098,848;FEM
172;Comerç de cura;C. de Berenguer de Palou;La Sagrera;Farmàcia;;No;432451,9284;4586123,283;FEM
173;Col·legi/Centre formatiu;C. de Berenguer de Palou;La Sagrera;Guarderia;;No;432452,5979;4586108,89;FEM
174;Element simbólic;C. Ferran Turné;La Sagrera;Grafiti;;No;432546,1288;4586202,899;FEM
175;Element simbólic;C. Ferran Turné;La Sagrera;Grafiti;;No;432552,7561;4586200,533;FEM
176;Element simbólic;C. Ferran Turné;La Sagrera;Enganxina;;No;432547,3122;4586195,089;FEM
177;Element simbólic;C. Ferran Turné;La Sagrera;Enganxina;;No;432552,9928;4586190,828;FEM
178;Element simbólic;C. Ferran Turné;La Sagrera;Grafiti;;No;432570,7446;4586195,799;FEM
179;Element simbólic;C. Ferran Turné;La Sagrera;Grafiti;;No;432543,9986;4586187,041;FEM
180;Centre cultural;C. Clara Zetkin;La Sagrera;Llibreria;;No;432440,3279;4586141,597;FEM
181;Comerç de cura;C. gran de la Sagrera;La Sagrera;Farmàcia;;No;432417,8423;4586147,987;FEM
182;(Super)mercat;C. gran de la Sagrera;La Sagrera;Supermercat;;No;432394,1732;4586152,721;FEM
183;Comerç de cura;C. gran de la Sagrera;La Sagrera;Dentista;;No;432417,1322;4586155,561;FEM
184;Comerç de cura;C. gran de la Sagrera;La Sagrera;Farmàcia;;No;432414,4103;4586254,853;FEM
185;Centre estètic;C. gran de la Sagrera;La Sagrera;Perruqueria;;No;432414,647;4586239,468;FEM
186;Comerç de cura;C. gran de la Sagrera;La Sagrera;Dentista;;No;432415,5937;4586301,363;FEM
187;(Super)mercat;C. gran de la Sagrera;La Sagrera;Supermercat;Caprabo;No;432413,9369;4586291,659;FEM
188;Comerç de cura;C. gran de la Sagrera;La Sagrera;Forn;;No;432412,7534;4586281,481;FEM
189;Centre cultural;C. gran de la Sagrera;La Sagrera;Llibreria;;No;432415,8304;4586266,569;FEM
190;Centre estètic;C. gran de la Sagrera;La Sagrera;Esteticien;;No;432413,5819;4586327,517;FEM
191;Comerç de cura;C. gran de la Sagrera;La Sagrera;Veterinaria;;No;432411,3333;4586342,074;FEM
192;Comerç de cura;C. de Berenguer de Palou;La Sagrera;Podologia;;No;432442,9315;4586364,441;FEM
193;(Super)mercat;C. gran de la Sagrera;La Sagrera;Fruiteria;;No;432412,8718;4586382,666;FEM
194;(Super)mercat;C. de Portugal;La Sagrera;Supermercat;;No;432363,7584;4586365,743;FEM
195;Comerç de cura;C. de Berenguer de Palou;La Sagrera;Forn;;No;432439,7362;4586502,313;FEM
196;(Super)mercat;C. gran de la Sagrera;La Sagrera;Supermercat;Suma;No;432408,0196;4586487,165;FEM
197;(Super)mercat;C. gran de la Sagrera;La Sagrera;Supermercat;;No;432407,5462;4586498,526;FEM
198;Centre cultural;C. de Berenguer de Palou;La Sagrera;Associació;;No;432441,6297;4586479,591;FEM
199;Centre cultural;C. gran de la Sagrera;La Sagrera;Centre cultural;;No;432385,0606;4586384,205;FEM
200;Espai institucional;C. gran de la Sagrera;La Sagrera;CAS;;No;432379,6167;4586505,154;FEM
201;Comerç de cura;C. Ferran Turné;La Sagrera;Pastisseria;;No;432500,0924;4586258,285;FEM
202;(Super)mercat;C. de Berenguer de Palou;La Sagrera;Supermercat;;No;432473,583;4586281,954;FEM
203;(Super)mercat;C. de Berenguer de Palou;La Sagrera;Supermercat;;No;432473,3463;4586321,482;FEM
204;Centre estètic;C. de Berenguer de Palou;La Sagrera;Esteticien;;No;432474,2931;4586294,499;FEM
205;Comerç de cura;C. de Pere Terré i Domenech;La Sagrera;Dentista;;No;432513,1104;4586307,754;FEM
206;Col·legi/Centre formatiu;C. del camp de ferro;La Sagrera;Escacs;;No;432573,7033;4586357,932;FEM
207;Comerç de cura;C. de Berenguer de Palou;La Sagrera;Rentadores;;No;432469,796;4586352,962;FEM
208;Espai institucional;C. de Berenguer de Palou;La Sagrera;Residencia;;No;432469,796;4586399,826;FEM
209;Centre estètic;Av. Meridiana;La Sagrera;Perruqueria;;No;432016,0595;4585831,531;FEM
210;Col·legi/Centre formatiu;Av. Meridiana;La Sagrera;Centre formatiu;;No;432008,2487;4585845,023;FEM
211;Col·legi/Centre formatiu;Av. Meridiana;La Sagrera;Acadèmia;;No;432013,9293;4585900,882;FEM
212;Comerç de cura;Av. Meridiana;La Sagrera;Farmàcia;;No;432023,8703;4585937,332;FEM
213;Comerç de cura;Av. Meridiana;La Sagrera;Mobles de casa;;No;432030,971;4585974,256;FEM
214;Comerç de cura;C. de Garcilaso;La Sagrera;Mobles de casa;;No;432008,2487;4585988,931;FEM
215;Espai institucional;C. de Juan de Garay;La Sagrera;Espai Jove;;No;431970,6149;4585988,694;FEM
216;Comerç de cura;C. de Juan de Garay;La Sagrera;Dentista;;No;431966,3544;4585961,711;FEM
217;Comerç de cura;C. de Juan de Garay;La Sagrera;Herboristeria;;No;431965,4077;4585952,717;FEM
218;(Super)mercat;C. de Juan de Garay;La Sagrera;Mercat;;No;431935,8213;4585926,918;FEM
219;Comerç de cura;C. de Juan de Garay;La Sagrera;Viatges;;No;431940,3184;4585915,793;FEM
220;Centre estètic;C. de Felip II;La Sagrera;Perruqueria;;No;431922,3299;4585902,065;FEM
221;Comerç de cura;C. d'Olesa;La Sagrera;Dentista;;No;431889,6666;4586002,896;FEM
222;Comerç de cura;C. d'Olesa;La Sagrera;Forn;;No;431905,7615;4586026,565;FEM
223;Espai institucional;C. d'Olesa;La Sagrera;Casal;;No;431877,5953;4585987,984;FEM
224;Centre estètic;C. de Felip II;La Sagrera;Esteticien;;No;431840,4349;4585989,641;FEM
225;(Super)mercat;C. de Concepción Arenal;La Sagrera;Supermercat;;No;431818,896;4586018,281;FEM
226;Centre estètic;C. de Concepción Arenal;La Sagrera;Esteticien;;No;431821,0262;4586039,346;FEM
227;Comerç de cura;Av. Meridiana;La Sagrera;Veterinaria;;No;432017,953;4586116,507;FEM
228;(Super)mercat;Av. Meridiana;La Sagrera;Fruiteria;;No;432025,5271;4586113,194;FEM
229;Comerç de cura;Av. Meridiana;La Sagrera;Forn;;No;432014,166;4586126,448;FEM
230;Col·legi/Centre formatiu;Av. Meridiana;La Sagrera;Formació professional;;No;432012,5091;4586180,651;FEM
231;(Super)mercat;C. d'Olesa;La Sagrera;Supermercat;;No;431935,8805;4586090,886;FEM
232;Centre estètic;C. d'Olesa;La Sagrera;Esteticien;;No;431937,6556;4586099,051;FEM
233;(Super)mercat;C. d'Olesa;La Sagrera;Fruiteria;;No;431940,6143;4586125,679;FEM
234;Espai d'art;C. de Garcilaso;La Sagrera;Dança;;No;431853,0386;4586056,092;FEM
235;(Super)mercat;C. de Concepción Arenal;La Sagrera;Fruiteria;;No;431826,2926;4586062,483;FEM
236;Comerç de cura;C. de Concepción Arenal;La Sagrera;Dentista;;No;431825,8192;4586082,365;FEM
237;(Super)mercat;C. de Concepción Arenal;La Sagrera;Supermercat;;No;431831,4998;4586126,389;FEM
238;(Super)mercat;C. de Concepción Arenal;La Sagrera;Fruiteria;;No;431841,6775;4586134,673;FEM
239;Comerç de cura;C. de Cienfuegos;La Sagrera;Roba;;No;431861,3228;4586138,697;FEM
240;(Super)mercat;C. de Cienfuegos;La Sagrera;Carniceria;Hallal;No;431870,5538;4586159,289;FEM
241;Comerç de cura;C. d'Olesa;La Sagrera;Òptica;;No;431952,6855;4586161,893;FEM
242;(Super)mercat;C. d'Olesa;La Sagrera;Supermercat;;No;431955,2891;4586171,124;FEM
243;Comerç de cura;C. d'Olesa;La Sagrera;Farmàcia;;No;431957,3602;4586180,651;FEM
244;Comerç de cura;C. d'Olesa;La Sagrera;Veterinaria;;No;431963,9283;4586207,692;FEM
245;Comerç de cura;C. d'Olesa;La Sagrera;Mobles de casa;;No;431993,3964;4586208,521;FEM
246;(Super)mercat;C. d'Olesa;La Sagrera;Supermercat;;No;431972,9226;4586251,48;FEM
247;Centre cultural;Av. Meridiana;La Sagrera;Casa de granada;;No;431968,3071;4586269,114;FEM
248;Comerç de cura;Av. Meridiana;La Sagrera;Roba;;No;432019,314;4586360,595;FEM
249;Comerç de cura;Av. Meridiana;La Sagrera;Carniceria;Hallal;No;432010,4381;4586371,838;FEM
250;Comerç de cura;Av. Meridiana;La Sagrera;Hospital privat;;No;431950,0819;4586354,086;FEM
251;Centre estètic;Av. Meridiana;La Sagrera;Esteticien;;No;431962,8632;4586331,837;FEM
252;(Super)mercat;C. Cardenal Tedeschini;La Sagrera;Supermercat;Latino;Si;431939,1941;4586298,463;FEM
253;(Super)mercat;Av. Meridiana;La Sagrera;Supermercat;;No;431916,8268;4586423,081;FEM
254;(Super)mercat;C. de Concepción Arenal;La Sagrera;Supermercat;;No;431853,8671;4586531,959;FEM
255;Comerç de cura;Av. Meridiana;La Sagrera;Mobles de casa;;No;431876,116;4586506,396;FEM
256;Espai institucional;C. de Emilia Pardo bazán;La Sagrera;Centre del poble gitano;Gitano;No;431894,2229;4586251,362;FEM
257;Centre estètic;C. de Emilia Pardo bazán;La Sagrera;Perruqueria;;No;431894,5187;4586245,977;FEM
258;Centre estètic;C. de Emilia Pardo bazán;La Sagrera;Perruqueria;;No;431895,4655;4586259,232;FEM
259;Centre estètic;C. de Emilia Pardo bazán;La Sagrera;Perruqueria;Dominicano;No;431896,7673;4586288,463;FEM
260;Centre estètic;C. de Emilia Pardo bazán;La Sagrera;Perruqueria;;No;431898,7792;4586276,984;FEM
261;Centre estètic;C. de Emilia Pardo bazán;La Sagrera;Perruqueria;;No;431896,6489;4586271,54;FEM
262;Centre estètic;C. Cardenal Tedeschini;La Sagrera;Floristeria;;No;431915,5842;4586321,718;FEM
263;Comerç de cura;C. Cardenal Tedeschini;La Sagrera;Roba;;No;431922,0932;4586321,837;FEM
264;Comerç de cura;C. Cardenal Tedeschini;La Sagrera;Roba;;No;431874,5183;4586292,96;FEM
265;Centre estètic;C. Cardenal Tedeschini;La Sagrera;Floristeria;;No;431869,6662;4586295,682;FEM
266;Comerç de cura;C. Cardenal Tedeschini;La Sagrera;Farmàcia;;No;431854,0446;4586292,132;FEM
267;Centre estètic;C. de Concepción Arenal;La Sagrera;Ungles;;No;431845,9971;4586286,925;FEM
268;(Super)mercat;C. de Concepción Arenal;La Sagrera;Supermercat;Latino;No;431848,4823;4586289,647;FEM
