fid;Tipologia d'espai;Carrer;Barri;Tipologia;Notes;Revisió;X;Y;GENERE
1250;(Super)mercat;C. de Camil Fabra;Sant Andreu;Supermercat;Llatí;No;432091,7893;4586748,731;FEM
1251;Comerç de cura;C. de Camil Fabra;Sant Andreu;Rentadores;;No;432092,9312;4586737,313;FEM
1252;Comerç de cura;Rambla de Fabra i Puig;Sant Andreu;Roba;;No;432022,5147;4586842,937;FEM
1253;Centre estètic;Rambla de Fabra i Puig;Sant Andreu;Esteticien;;No;432091,599;4586841,986;FEM
1254;(Super)mercat;Rambla de Fabra i Puig;Sant Andreu;Supermercat;;No;432032,2208;4586842,747;FEM
1255;Centre cultural;Rambla de Fabra i Puig;Sant Andreu;Espai comunitari;;No;432163,538;4586839,892;FEM
1256;Comerç de cura;Rambla de Fabra i Puig;Sant Andreu;Forn;Turris;No;432074,2804;4586841,605;FEM
1257;Comerç de cura;Rambla de Fabra i Puig;Sant Andreu;Forn;;No;432134,2295;4586840,273;FEM
1258;Comerç de cura;Rambla de Fabra i Puig;Sant Andreu;Forn;365;No;432125,0944;4586811,535;FEM
1259;Centre estètic;Rambla de Fabra i Puig;Sant Andreu;Esteticien;;No;432116,3399;4586812,297;FEM
1260;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Yoga;;No;432429,2174;4586832,47;FEM
1261;(Super)mercat;Rambla de l'Onze de Setembre;Sant Andreu;Supermercat;;No;432480,7927;4586831,518;FEM
1262;(Super)mercat;Rambla de l'Onze de Setembre;Sant Andreu;Rostisseria;;No;432494,4954;4586831,899;FEM
1263;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Dentista;;No;432452,8164;4586832,089;FEM
1264;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Esteticien;;No;432472,7995;4586831,518;FEM
1265;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Esteticien;;No;432490,3084;4586831,328;FEM
1266;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Esteticien;;No;432527,0392;4586831,138;FEM
1267;Col·legi/Centre formatiu;Rambla de l'Onze de Setembre;Sant Andreu;Repàs;;No;432485,288;4586803,014;FEM
1268;Comerç de cura;C. de Sant Mateu;Sant Andreu;Forn;;No;432471,466;4586798,937;FEM
1269;(Super)mercat;C. de Mossén Quinti Mallofré;Sant Andreu;Carniceria;Hallal;No;432592,1843;4586843,088;FEM
1270;Centre estètic;Rambla de l'Onze de Setembre;Sant Andreu;Esteticien;;No;432671,7351;4586786,408;FEM
1271;Centre estètic;C. de Sant Sebastià;Sant Andreu;Perruqueria;;No;432417,5703;4586790,585;FEM
1272;Comerç de cura;C. de Sant Sebastià;Sant Andreu;Centre mèdic;;No;432421,7468;4586750,213;FEM
1273;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Optica;;No;432391,6024;4586805,172;FEM
1274;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432331,9771;4586757,973;FEM
1275;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432337,9817;4586742,549;FEM
1276;Centre cultural;Rambla de Fabra i Puig;Sant Andreu;Llibreria;;No;432280,4083;4586807,54;FEM
1277;Col·legi/Centre formatiu;Rambla de l'Onze de Setembre;Sant Andreu;Formació;;No;432322,0872;4586838,858;FEM
1278;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Dentista;;No;432356,7019;4586846,393;FEM
1279;Centre estètic;C. Gran de San Andreu;Sant Andreu;Pilates;;No;432331,6239;4586698,339;FEM
1280;Centre estètic;C. Gran de San Andreu;Sant Andreu;Perruqueria;;No;432336,6866;4586686,212;FEM
1281;Centre estètic;C. de Sant Ildefons;Sant Andreu;Perruqueria;;No;432325,2661;4586673,261;FEM
1282;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432342,338;4586670,671;FEM
1283;(Super)mercat;Rambla de Fabra i Puig;Sant Andreu;Supermercat;Dia;No;432236,4923;4586808,776;FEM
1284;Espai institucional;Rambla de Fabra i Puig;Sant Andreu;Serveis socials;;No;432193,8715;4586809,718;FEM
1285;(Super)mercat;Rambla de Fabra i Puig;Sant Andreu;Supermercat;Hallal;No;432184,4525;4586809,483;FEM
1286;Espai d'art;C. de Nadal;Sant Andreu;Música;;No;432162,7889;4586749,437;FEM
1287;Comerç de cura;C. de Nadal;Sant Andreu;Coses de casa;;No;432170,0886;4586769,923;FEM
1288;Element simbólic;Rambla de Fabra i Puig;Sant Andreu;Cartells;;No;432167,0274;4586839,623;FEM
1289;Element simbólic;Rambla de Fabra i Puig;Sant Andreu;Cartells;;No;432156,9021;4586841,978;FEM
1290;Element simbólic;Rambla de Fabra i Puig;Sant Andreu;Cartells;;No;432170,3241;4586839,152;FEM
1291;Comerç de cura;Rambla de Fabra i Puig;Sant Andreu;Roba;;No;432092,6176;4586813,015;FEM
1292;(Super)mercat;C. de Camil Fabra;Sant Andreu;Fruiteria;;No;432075,6635;4586772,749;FEM
1293;(Super)mercat;C. de Camil Fabra;Sant Andreu;Fruiteria;;No;432074,7216;4586780,048;FEM
1294;Comerç de cura;Rambla de Fabra i Puig;Sant Andreu;Forn;Santa Gloria;No;431957,6909;4586814,898;FEM
1295;Centre estètic;Passeig de Fabra i Puig;Sant Andreu;Esteticien;;No;431829,9461;4586819,608;FEM
1296;Centre estètic;C. de Concepción Arenal;Sant Andreu;Esteticien;;No;431861,0287;4586796,531;FEM
1297;Centre estètic;C. de Concepción Arenal;Sant Andreu;Esteticien;;No;431875,6281;4586889,779;FEM
1298;Centre estètic;C. de Concepción Arenal;Sant Andreu;Pilates;;No;431861,4997;4586869,293;FEM
1299;Comerç de cura;C. de Concepción Arenal;Sant Andreu;Dentista;;No;431856,7902;4586906,027;FEM
1300;Comerç de cura;C. de Concepción Arenal;Sant Andreu;Coses de casa;;No;431841,0134;4587075,333;FEM
1301;Comerç de cura;C. de Concepción Arenal;Sant Andreu;Centre mèdic;;No;431835,2443;4587125,018;FEM
1302;Comerç de cura;C. de Concepción Arenal;Sant Andreu;Roba;;No;431853,8468;4587108,77;FEM
1303;Centre estètic;C. de Concepción Arenal;Sant Andreu;Esteticien;;No;431850,0792;4587148,801;FEM
1304;Comerç de cura;Plaça de les Palmeres;Sant Andreu;Perruqueria;;No;431969,4646;4587126,902;FEM
1305;Comerç de cura;C. d'Irlanda;Sant Andreu;Ungles;;No;431989,7154;4586917,565;FEM
1306;Comerç de cura;C. de Llenguadoc;Sant Andreu;Roba;;No;432122,9938;4586915,21;FEM
1307;Comerç de cura;C. de Llenguadoc;Sant Andreu;Roba;;No;432044,1099;4586893,547;FEM
1308;(Super)mercat;C. de Llenguadoc;Sant Andreu;Rostisseria;;No;432015,1466;4586874,356;FEM
1309;Comerç de cura;C. de Llenguadoc;Sant Andreu;Roba;;No;432032,2185;4586879,536;FEM
1310;Comerç de cura;Rambla de l'Onze de Setembre;Sant Andreu;Roba;;No;432108,0412;4586840,212;FEM
1311;Comerç de cura;C. de les Monges;Sant Andreu;Dentista;;No;432141,9494;4586865,408;FEM
1312;Centre estètic;C. de les Monges;Sant Andreu;Perruqueria;;No;432146,6589;4586904,261;FEM
1313;Centre estètic;C. de les Monges;Sant Andreu;Perruqueria;;No;432149,2491;4586884,246;FEM
1314;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Viatges;;No;432281,3881;4586957,229;FEM
1315;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Formatgeria;;No;432267,7306;4586927,088;FEM
1316;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432266,7887;4586931,091;FEM
1317;Centre estètic;C. Gran de San Andreu;Sant Andreu;Esteticien;;No;432268,9079;4586921,672;FEM
1318;Centre estètic;C. Gran de San Andreu;Sant Andreu;Esteticien;;No;432270,3208;4586915,314;FEM
1319;Comerç de cura;C. de Ramon Batllé;Sant Andreu;Veterinaria;;No;432303,2872;4587018,099;FEM
1320;Centre cultural;C. de Ramon Batllé;Sant Andreu;Centre cultural;;No;432290,4538;4587016,686;FEM
1321;(Super)mercat;C. Gran de San Andreu;Sant Andreu;Fruiteria;CalFruitós;No;432278,0914;4587005,854;FEM
1322;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432277,5027;4586992,903;FEM
1323;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432261,8437;4586997,259;FEM
1324;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432262,3147;4586991,843;FEM
1325;Centre estètic;C. de Coroleu;Sant Andreu;Esteticien;;No;432250,4232;4587103,929;FEM
1326;Comerç de cura;C. de l'Abat Odó;Sant Andreu;Centre mèdic;;No;432241,7107;4587059,307;FEM
1327;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432258,4293;4587115,703;FEM
1328;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Optica;;No;432258,7826;4587121,825;FEM
1329;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432259,018;4587127,005;FEM
1330;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Roba;;No;432259,3712;4587133,128;FEM
1331;Centre estètic;C. Gran de San Andreu;Sant Andreu;Joyeria;;No;432259,9599;4587135,129;FEM
1332;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Centre mèdic;;No;432259,3712;4587138,661;FEM
1333;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Coses de casa;;No;432278,6801;4587166,565;FEM
1334;Comerç de cura;C. Gran de San Andreu;Sant Andreu;Dentista;;No;432279,0333;4587172,099;FEM
1335;Comerç de cura;C. d'Ignasi Iglesias;Sant Andreu;Dentista;;No;432073,8176;4587230,732;FEM
1336;Espai d'art;C. de Ruben Dario;Sant Andreu;DIY Cerámica;;No;431984,4666;4587306,812;FEM
1337;Espai d'art;C. de Concepción Arenal;Sant Andreu;DIY;;No;431855,5445;4587091,177;FEM
1338;(Super)mercat;Carretera de Ribes;Sant Andreu;Supermercat;;No;432248,8125;4588518,237;FEM
1339;(Super)mercat;Carretera de Ribes;Sant Andreu;Fruiteria;;No;432243,5296;4588574,134;FEM
1340;Comerç de cura;C. del Pare Manyanet;Sant Andreu;Forn;;No;432665,9913;4586591,682;FEM
1341;Comerç de cura;C. del Pare Manyanet;Sant Andreu;Farmàcia;;No;432688,3158;4586592,023;FEM
1342;Centre estètic;C. del Pare Manyanet;Sant Andreu;Joyeria;;No;432697,6887;4586586,229;FEM
1343;Espai institucional;C. de la industria;La Sagrera;CAS;;No;432269,0449;4585812,424;FEM
1344;Centre cultural;C. del camp de ferro;La Sagrera;Hort públic;;No;432529,005;4586367,117;FEM
1345;Esport;C. de Felip II;La sagrera;Ping pong;;No;432349,1164;4585469,39;MASC
1346;Esport;C. de Palencia;La sagrera;Bàsquet;;No;432392,1679;4585510,193;MASC
1347;Comerç;C. de Felip II;La sagrera;Reformes;;No;432315,8639;4585502;MASC
1348;Comerç;C. de Josep Estivill;La sagrera;Reformes;;No;432264,6197;4585581,517;MASC
1349;Club/Bar;C. de Josep Estivill;La sagrera;Bar;;No;432269,4389;4585592,441;MASC
1350;Club/Bar;C. de Josep Estivill;La sagrera;Bar;;No;432278,5954;4585597,099;MASC
1351;Esport;C. d'Hondures;La sagrera;Oquei;;No;432354,5781;4585656,375;MASC
1352;Club/Bar;C. de Costa Rica;La sagrera;Restaurant;;No;432346,2249;4585816,052;MASC
1353;Comerç;C. de Josep Estivill;La sagrera;Industria;;No;432386,2242;4585811,072;MASC
1354;Comerç;C. de Josep Estivill;La sagrera;Mecànic;;No;432394,4169;4585849,465;MASC
1355;Laboral (oficines);C. de la ciutat d'Elx;La sagrera;Immobiliaria;;No;432392,8105;4585888,661;MASC
1356;Comerç;C. de la ciutat d'Elx;La sagrera;Reformes;;No;432383,2524;4585884,404;MASC
1357;Comerç;C. de la ciutat d'Elx;La sagrera;Reformes;;No;432350,3212;4585891,311;MASC
1358;Club/Bar;C. de la ciutat d'Elx;La sagrera;Bar;;No;432372,4895;4585865,609;MASC
1359;Club/Bar;C. de Costa Rica;La sagrera;Restaurant;;No;432307,5909;4585889,062;MASC
1360;Laboral (oficines);C. de la Industria;La sagrera;Banc;;No;432255,3829;4585800,229;MASC
1361;Comerç;C. d'Hondures;La sagrera;Reformes;;No;432218,5963;4585786,895;MASC
1362;Comerç;C. d'Hondures;La sagrera;Reformes;;No;432270,0011;4585735,169;MASC
1363;Comerç;C. de la ciutat d'Elx;La sagrera;Reformes;;No;432293,7759;4585762,478;MASC
1364;Comerç;C. de la ciutat d'Elx;La sagrera;Reformes;;No;432297,6312;4585774,687;MASC
1365;Laboral (oficines);C. de la ciutat d'Elx;La sagrera;Oficina;;No;432303,093;4585784,325;MASC
1366;Club/Bar;C. d'Hondures;La sagrera;Bar;Hondures;No;432281,5672;4585684,407;MASC
1367;Laboral (oficines);C. d'Hondures;La sagrera;Advocat;;No;432271,2863;4585697,258;MASC
1368;Comerç;C. d'Hondures;La sagrera;Reformes;;No;432257,4712;4585712,68;MASC
1369;Club/Bar;C. d'Hondures;La sagrera;Bar;;No;432222,773;4585747,699;MASC
1370;Club/Bar;C. de Sant Antoni Maria Claret;La sagrera;Bar;;No;432200,6046;4585881,673;MASC
1371;Comerç;C. de Sant Antoni Maria Claret;La sagrera;Industria;;No;432238,5157;4585914,122;MASC
1372;Club/Bar;C. de Sant Antoni Maria Claret;La sagrera;Bar;;No;432203,6568;4585925,849;MASC
1373;Comerç;C. de Sant Antoni Maria Claret;La sagrera;Mecànic;;No;432213,2952;4585938,058;MASC
1374;Club/Bar;C. d'Hondures;La sagrera;Bar;;No;432123,9793;4585883,44;MASC
1375;Comerç;Passatge de Coello;La sagrera;Industria;;No;432139,0795;4585911,391;MASC
1376;Gimnàs;Passatge de Coello;La sagrera;Crossfit;;No;432139,5614;4585930,508;MASC
1377;Estació Pública;Passatge de Coello;La sagrera;Metro;;No;432104,7025;4585896,613;MASC
1378;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;432089,9236;4585916,532;MASC
1379;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;432098,5982;4585908,5;MASC
1380;Club/Bar;C. de Sant Antoni Maria Claret;La sagrera;Bar;;No;432121,7304;4585810,188;MASC
1381;Comerç;C. de Sant Antoni Maria Claret;La sagrera;Ferreteria;;No;432106,1483;4585793,642;MASC
1382;Laboral (oficines);Av. Meridiana;La sagrera;Banc;La Caixa;No;432089,6827;4585758,864;MASC
1383;Laboral (oficines);C. de Felip II;La sagrera;Banc;Sabadell;No;432089,8433;4585739,426;MASC
1384;Comerç;C. de Felip II;La sagrera;Industria;;No;432120,8468;4585701,676;MASC
1385;Comerç;C. de Felip II;La sagrera;Reformes;;No;432149,4408;4585671,797;MASC
1386;Club/Bar;C. de Sant Antoni Maria Claret;La sagrera;Restaurant;;No;432093,3774;4585782,478;MASC
1387;Laboral (oficines);Av. Meridiana;La sagrera;Telefònica;Orange;No;432090,8071;4585816,855;MASC
1388;Comerç;Av. Meridiana;La sagrera;Mecànic;;No;432083,2571;4585845,288;MASC
1389;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;432084,0603;4585932,194;MASC
1390;Club/Bar;C. de Garcilaso;La sagrera;Restaurant;;No;432283,013;4585979,663;MASC
1391;Club/Bar;C. de Garcilaso;La sagrera;Bar;;No;432394,4972;4586012,113;MASC
1392;Club/Bar;C. Gran de la Sagrera;La sagrera;Restaurant;;No;432399,1558;4586033,799;MASC
1393;Comerç;C. Gran de la Sagrera;La sagrera;Reformes;;No;432398,8345;4586043,116;MASC
1394;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432420,3603;4586066,248;MASC
1395;Comerç;C. Gran de la Sagrera;La sagrera;Reformes;;No;432421,1635;4586076,369;MASC
1396;Comerç;C. Gran de la Sagrera;La sagrera;Reformes;;No;432418,4326;4586084,883;MASC
1397;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432393,694;4586148,817;MASC
1398;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;Equatorià ''hierbabuena'';No;432394,1759;4586160,223;MASC
1399;Comerç;C. Gran de la Sagrera;La sagrera;Mecànic;;No;432415,8623;4586190,905;MASC
1400;Comerç;C. Gran de la Sagrera;La sagrera;Mecànic;;No;432395,3004;4586170,022;MASC
1401;Club/Bar;C. Gran de la Sagrera;La sagrera;Restaurant;;No;432393,2121;4586198,777;MASC
1402;Club/Bar;C. d'Hondures;;Bar;;No;432271,7682;4586029,783;MASC
1403;Club/Bar;C. d'Hondures;La sagrera;Bar;;No;432283,8162;4586027,374;MASC
1404;Club/Bar;C. d'Hondures;;Bar;;No;432300,844;4586026,088;MASC
1405;Club/Bar;C. Gran de la Sagrera;La sagrera;Restaurant;;No;432392,6599;4586210,272;MASC
1406;Comerç;C. Berenguer de Pelou;La sagrera;Reformes;;No;432450,3297;4586163,687;MASC
1407;Simbologia;C. Gran de la Sagrera;La sagrera;Fàbrica;Façana conservada amb imatges obreres masculines;No;432392,3386;4586263,123;MASC
1408;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432387,5194;4586352,118;MASC
1409;Comerç;C. Portugal;La sagrera;Reformes;;No;432421,0932;4586342,318;MASC
1410;Comerç;C. Portugal;La sagrera;Reformes;;No;432446,153;4586333,644;MASC
1411;Comerç;C. Portugal;La sagrera;Reformes;Pintor (és reformes? Importa?);Sí;432437,7997;4586338,142;MASC
1412;Comerç;C. del Pacífic;La sagrera;Reformes;;No;432424,1453;4586319,99;MASC
1413;Club/Bar;C. Berenguer de Pelou;La sagrera;Restaurant;;No;432445,3498;4586369,788;MASC
1414;Club/Bar;C. Berenguer de Pelou;La sagrera;Bar;;No;432445,8317;4586376,053;MASC
1415;Comerç;C. Berenguer de Pelou;La sagrera;Reformes;;No;432443,1009;4586429,546;MASC
1416;Comerç;C. Berenguer de Pelou;La sagrera;Reformes;;No;432444,386;4586460,71;MASC
1417;Laboral (oficines);C. Gran de la Sagrera;La sagrera;Immobiliaria;;No;432412,258;4586382,639;MASC
1418;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432409,5271;4586418,141;MASC
1419;Comerç;C. Gran de la Sagrera;La sagrera;Armeria;;No;432408,8845;4586435,49;MASC
1420;Comerç;C. Gran de la Sagrera;La sagrera;Reformes;;No;432409,3664;4586428,261;MASC
1421;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432407,5994;4586445,449;MASC
1422;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432408,0813;4586452,678;MASC
1423;Club/Bar;C. Gran de la Sagrera;La sagrera;Bar;;No;432408,5632;4586459,586;MASC
1424;Club/Bar;C. de Pere Terré i Domenech;La sagrera;Restaurant;;No;432475,5502;4586351,475;MASC
1425;Comerç;C. Berenguer de Pelou;La sagrera;Reformes;;No;432470,1687;4586356,696;MASC
1426;Club/Bar;C. de Pere Terré i Domenech;La sagrera;Bar;;No;432499,4052;4586340,31;MASC
1427;Club/Bar;C. de Pere Terré i Domenech;La sagrera;Bar;;No;432522,2964;4586332,198;MASC
1428;Club/Bar;C. de Pere Terré i Domenech;La sagrera;Bar;;No;432511,1319;4586309,789;MASC
1429;Club/Bar;C. de Pere Terré i Domenech;La sagrera;Bar;;No;432519,2443;4586309,387;MASC
1430;Esport;Plaça de Kobe;La sagrera;Ping pong;;No;432614,9857;4586293,966;MASC
1431;Esport;C. del Pare Manyanet;La sagrera;Poliesportiu;;No;432634,5838;4586556,773;MASC
1432;Reciclatge;C. del Pare Manyanet;La sagrera;Estació mòbil;;No;432541,0913;4586559,022;MASC
1433;Comerç;Av. Meridiana;La sagrera;Gasolinera;;No;432014,8344;4585818,792;MASC
1434;Laboral (oficines);Av. Meridiana;La sagrera;Notaria;;No;432014,1919;4585851,563;MASC
1435;Comerç;Av. Meridiana;La sagrera;Immobiliaria;;No;432015,1557;4585865,378;MASC
1436;Comerç;C. de Felip II;La sagrera;Reformes;;No;431965,6786;4585873,731;MASC
1437;Comerç;Av. Meridiana;La sagrera;Ferreteria;;No;432016,7621;4585929,313;MASC
1438;Laboral (oficines);Av. Meridiana;La sagrera;Banc;;No;432027,3644;4586078,066;MASC
1439;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;432027,0431;4586115,013;MASC
1440;Laboral (oficines);Av. Meridiana;La sagrera;Immobiliaria;;No;432011,9429;4586124,972;MASC
1441;Club/Bar;Av. Meridiana;La sagrera;Restaurant;;No;432014,1919;4586142;MASC
1442;Club/Bar;Av. Meridiana;La sagrera;Restaurant;Xinés;No;432013,5493;4586180,554;MASC
1443;Laboral (oficines);Av. Meridiana;La sagrera;Immobiliaria;;No;432011,6216;4586194,69;MASC
1444;Club/Bar;C. de Felip II;La sagrera;Restaurant;;No;431900,1374;4585927,706;MASC
1445;Comerç;C. de Felip II;La sagrera;Perruqueria;;No;431931,2213;4585900,398;MASC
1446;Comerç;C. d'Olesa;La sagrera;Reformes;;No;431870,8608;4585984,372;MASC
1447;Laboral (oficines);C. d'Olesa;La sagrera;Immobiliaria;;No;431878,9329;4585989,794;MASC
1448;Club/Bar;C. d'Olesa;La sagrera;Restaurant;;No;431892,5472;4586002,203;MASC
1449;Club/Bar;C. de Felip II;La sagrera;Bar;;No;431850,8611;4585980,276;MASC
1450;Club/Bar;C. de Felip II;La sagrera;Restaurant;Peruà;No;431825,3193;4586004,854;MASC
1451;Comerç;C. de Felip II;La sagrera;Material oficina;;No;431838,8131;4585991,842;MASC
1452;Comerç;C. de Concepción arenal;La sagrera;Reformes;;No;431820,8615;4586039,914;MASC
1453;Comerç;C. de Garcilaso;La sagrera;Casino;L'entenc com a masc per expressions d'èxit i poder;Sí;431866,0416;4586056,178;MASC
1454;Laboral (oficines);C. de Garcilaso;La sagrera;Banc;La caixa;No;431909,6553;4586050,395;MASC
1455;Club/Bar;C. d'Olesa;La sagrera;Bar;;No;431938,3296;4586101,479;MASC
1456;Club/Bar;C. de Garcilaso;La sagrera;Bar;;No;431854,355;4586056,54;MASC
1457;Club/Bar;C. de Garcilaso;La sagrera;Restaurant;;No;431844,4756;4586057,504;MASC
1458;Comerç;C. de Garcilaso;La sagrera;Perruqueria;Barberia tarantino (exemple);Sí;431835,8011;4586060,154;MASC
1459;Club/Bar;C. de Concepción arenal;La sagrera;Restaurant;;No;431822,7892;4586075,576;MASC
1460;Comerç;C. de Concepción arenal;La sagrera;Reformes;;No;431825,4398;4586097,744;MASC
1461;Club/Bar;C. de Concepción arenal;La sagrera;Bar;;No;431829,1747;4586123,647;MASC
1462;Club/Bar;C. de Concepción arenal;La sagrera;Bar;;No;431831,7048;4586132,442;MASC
1463;Laboral (oficines);C. de Cienfuegos;La sagrera;Assegurances;;No;431858,8128;4586138,105;MASC
1464;Club/Bar;C. de Cienfuegos;La sagrera;Bar;;No;431856,7646;4586159,912;MASC
1465;Club/Bar;C. de Emilia Pardo Bazán;La sagrera;Bar;;No;431891,1014;4586184,61;MASC
1466;Laboral (oficines);C. de Emilia Pardo Bazán;La sagrera;Assessoria;;No;431891,7038;4586192,923;MASC
1467;Comerç;C. de Concepción arenal;La sagrera;Reformes;;No;431842,4275;4586219,308;MASC
1468;Club/Bar;C. de Concepción arenal;La sagrera;Bar;;No;431841,8251;4586230,995;MASC
1469;Comerç;C. de Concepción arenal;La sagrera;Perruqueria;;No;431843,1504;4586240,995;MASC
1470;Laboral (oficines);C. de Concepción arenal;La sagrera;Immobiliaria;;No;431844,1142;4586249,187;MASC
1471;Comerç;C. de Concepción arenal;La sagrera;Reformes;;No;431844,1142;4586271,838;MASC
1472;Comerç;C. de Concepción arenal;La sagrera;Reformes;;No;431844,3552;4586279,307;MASC
1473;Club/Bar;C. de Concepción arenal;La sagrera;Bar;;No;431846,7648;4586286,536;MASC
1474;Laboral (oficines);C. de Concepción arenal;La sagrera;Assessoria;;No;431845,6804;4586283,283;MASC
1475;Comerç;C. Cardenal Tedeschini;La sagrera;Reformes;;No;431884,475;4586297,018;MASC
1476;Comerç;C. de Emilia Pardo Bazán;La sagrera;Reformes;;No;431898,3302;4586290,873;MASC
1477;Comerç;C. d'Olesa;La sagrera;Estanc;;No;431944,1126;4586151,599;MASC
1478;Club/Bar;C. d'Olesa;La sagrera;Bar;;No;431952,0643;4586167,743;MASC
1479;Club/Bar;C. d'Olesa;La sagrera;Bar;;No;431969,4135;4586227,983;MASC
1480;Esport;C. d'Olesa;La sagrera;Rocodrom;;No;431970,8592;4586240,995;MASC
1481;Comerç;C. d'Olesa;La sagrera;Compro oro;;No;431973,9917;4586253,766;MASC
1482;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;431967,2448;4586276,898;MASC
1483;Club/Bar;C. Cardenal Tedeschini;La sagrera;Restaurant;Xinés;No;431957,1245;4586297,62;MASC
1484;Laboral (oficines);C. Cardenal Tedeschini;La sagrera;Advocat;;No;431916,1613;4586298,584;MASC
1485;Comerç;C. de Emilia Pardo Bazán;La sagrera;Material oficina;;No;431911,824;4586254,729;MASC
1486;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;431964,8352;4586331,355;MASC
1487;Laboral (oficines);Av. Meridiana;La sagrera;Assegurances;;No;431941,2211;4586372,8;MASC
1488;Laboral (oficines);Av. Meridiana;La sagrera;Immobiliaria;;No;431939,0525;4586386,053;MASC
1489;Esport;Av. Meridiana;La sagrera;Gimnàs;;No;431915,7998;4586427,136;MASC
1490;Comerç;C. Cardenal Tedeschini;La sagrera;Reformes;;No;431891,8243;4586321,716;MASC
1491;Comerç;C. de Concepción arenal;La sagrera;Mecànic;;No;431844,5961;4586368,463;MASC
1492;Club/Bar;C. de Concepción arenal;La sagrera;Bar;;No;431844,8371;4586395,932;MASC
1493;Comerç;C. de Concepción arenal;La sagrera;Ferreteria;;No;431854,8369;4586530,99;MASC
1494;Laboral (oficines);Av. Meridiana;La sagrera;Notaria;;No;431888,5713;4586626,892;MASC
1495;Club/Bar;C. de Dublin;La sagrera;Bar;Japonés;No;431968,3291;4586632,916;MASC
1496;Club/Bar;Plaça de la Tolerància;La sagrera;Bar;;No;431968,8111;4586625,688;MASC
1497;Club/Bar;Plaça de la Tolerància;La sagrera;Restaurant;;No;431986,8831;4586595,086;MASC
1498;Laboral (oficines);Plaça de la Tolerància;La sagrera;Trading;;No;432005,9189;4586547,616;MASC
1499;Laboral (oficines);C. de Torroella de Montgrí;La sagrera;Assessoria;;No;432028,0872;4586543,279;MASC
1500;Club/Bar;Av. Meridiana;La sagrera;Restaurant;KFC;No;431960,1365;4586480,63;MASC
1501;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;431965,9195;4586466,172;MASC
1502;Comerç;Av. Meridiana;La sagrera;Reformes;;No;431976,2808;4586482,316;MASC
1503;Club/Bar;Av. Meridiana;La sagrera;Restaurant;Peruà;No;432021,0994;4586391,715;MASC
1504;Club/Bar;Av. Meridiana;La sagrera;Restaurant;Peruà;No;432004,4129;4586423,341;MASC
1505;Club/Bar;Av. Meridiana;La sagrera;Restaurant;Peruà;No;431990,6782;4586457,317;MASC
1506;Club/Bar;Av. Meridiana;La sagrera;Restaurant;Peruà;No;431984,2927;4586469,244;MASC
1507;Club/Bar;Av. Meridiana;La sagrera;Restaurant;Indi;No;432000,7985;4586398,281;MASC
1508;Club/Bar;Av. Meridiana;La sagrera;Bar;;No;432015,0152;4586366,234;MASC
1509;Comerç;Av. Meridiana;La sagrera;Compro oro;;No;431988,7505;4586417,076;MASC
1510;Esport;C. del Pegàs;La sagrera;Gimnàs;;No;432047,4243;4586410,209;MASC
1511;Club/Bar;C. de Torroella de Montgrí;La sagrera;Restaurant;Colombia;No;432058,147;4586480,208;MASC
